	title	category
5604	Google And Novartis Have Plans For 'Smart' Contact Lenses	t
5605	George Clooney and fiancée Amal Alamuddin share a romantic dinner in Mexico	e
5606	UPDATE 2-EA, Activision Blizzard sales beat targets, shares rise	t
5607	Amy Purdy and Derek Hough show off daring 'acroyoga' moves at DWTS rehearsal	e
5608	FOREX-Draghi helps euro higher, UK growth numbers in focus	b
5609	Robert Pattinson - Robert Pattinson says heavy saliva makes him lie	e
5610	Gene that INCREASES intelligence found by scientists sparking new hope for  ...	m
5611	Richard Gere - Richard Gere is dating Padma Lakshmi	e
5612	RPT-Fitch Affirms CoFF's Bonds at 'AA+' Following Implementation of Updated  ...	b
5613	US economic growth for 4Q is revised higher	b
5614	RPT-In the driving seat: China's yuppies are new market force for global  ...	b
5615	'Transcendence' Review: It's Like A Clunky TED Talk	e
5616	White House Unveils Climate Data Website To 'Empower America's  ...	t
5617	Oil spills into Lake Michigan after BP Whiting refinery malfuction-report	b
5618	FOREX-Euro slides below $1.34, eyes on Fed and US GDP	b
5619	Paul Walker's fatal car crash was 'caused by speed... not mechanical problems'	e
5620	UPDATE 5-IBM's quarterly revenue sinks to 5-year low as hardware sales fall	b
5621	Selena Gomez - Selena Gomez fires parents as managers	e
5622	UPDATE 2-Amazon says quick end unlikely in dispute with Hachette	b
5623	Ellen Degeneres - Ellen DeGeneres and Portia de Rossi 'work out' marital issues	e
5624	UPDATE 1-Potential Sprint/T-Mobile deal may prompt US auction rethink	t
5625	Smartphone Industry Promises 'Kill Switch' To Reduce Thefts	t
5626	Craig Ferguson announces retirement from The Late Late Show and calls split  ...	e
5627	Europe Factors to Watch-Shares set to dip; all eyes on Alstom	b
5628	"Adam Levine Likes ""Creepy"" New Blond Hair"	e
5629	UPDATE 5-US allows condensate oil exports, after light refining	b
5630	WRAPUP 1-Vietnam stops anti-China protests after deadly riots, China evacuates	b
5631	UPDATE 2-Ousted NY Times editor to grads: Show what you are made of	e
5632	IMF chief Christine Lagarde charged with 'negligence' in £318m French political  ...	b
5633	Week in Film: 22 Jump Street, The Signal and More	e
5634	Fed's Bullard says raising inflation target to 4 percent not a good idea	b
5635	Garth Brooks - Garth Brooks Wades Into Dublin Concerts Row: 'I'll Play All Five  ...	e
5636	Home > Sean Combs > P. Diddy Returns To Being Puff Daddy	e
5637	Euro bounces back after expected inflation dip	b
5638	#CancelColbert: Comedian Stephen Colbert under fire for racially offensive  ...	e
5639	Julia Louis-Dreyfus Tells Sexism 'Get Out Of My Way'	e
5640	Maureen Dowd Eats Some Pot Candy, Succumbs To Reefer Madness	e
5641	Bachelorette contestant Eric Hill dies three days after paragliding accident	e
5642	Dr Dre Is Hip Hop's First Billionaire, Meet Hip Hop's Five Richest Artists	t
5643	Justin Bieber and his entourage leave the recording studio in the early hours	e
5644	GLOBAL MARKETS-World stock markets mostly flat, gold edges up on Ukraine  ...	b
5645	UPDATE 2-Twitter names former Goldman executive Noto as CFO	t
5646	UPDATE 2-US administration says Obamacare enrollment tops 5 million	b
5647	1 In 8 U.S. Children Experience Neglect, Emotional Or Physical Abuse	m
5648	Jennette McCurdy tweets a mysterious explanation for missing the Kids Choice  ...	e
5649	Jonah Hill And The Art Of Apologizing Like An Alright Human Being	e
5650	US STOCKS-Wall St gains on merger activity; financials drag	b
5651	UPDATE 1-Wal-Mart entry into used videogames trade threatens GameStop	b
5652	It's Great To Be Back!â€ Paul McCartney Returns To The Stage in New York  ...	e
5653	Facebook Just Made A Big Change To Privacy Settings	t
5654	"LOS ANGELES (AP) — Edgar Wright and ""Ant-Man"" are going their separate ways."	e
5655	Alzheimer's rates in richer countries are FALLING - but increasing in poorer areas	m
5656	UPDATE 7-Oil inches up as signs of healthy supply tempered by Libya	b
5657	Britain will enjoy warmer winters with fewer 'extreme cold' days because of  ...	t
5658	Ruby Dee - Ruby Dee dies aged 91	e
5659	Astronomer discovers it's possible to have a sun that hosts SIXTY habitable  ...	t
5660	Jimmy Scott Dead: Legendary Jazzman With Ethereal Man-Child Voice Dies At 88	e
5661	Lawyer Of Bryan Singer's Accuser: More 'Hollywood Insiders' Will Be Named In  ...	e
5662	From X-Rated To X-Men? Channing Tatum Hints At Next Role	e
5663	UPDATE 5-UK shakes up Bank of England with three new top policy appointments	b
5664	Brian Williams Raps 'Gin And Juice' For Jimmy Fallon [Video]	e
5665	UPDATE 1-Virgin America rated best in US airline quality -study	b
5666	Agnellis keen to support Fiat Chrysler going forward: Elkann	b
5667	Prince To Release New Album With New Warner Bros. Records Partnership	e
5668	Please Do Not Pay Someone $3000 To Live-Tweet Your Wedding	e
5669	UPDATE 1-White House says Obamacare enrollment tops 6 million as deadline  ...	b
5670	Bush Health Secretary Louis Sullivan Is One Republican Who Supports  ...	b
5671	Rob Kardashian flying personal trainer to Paris to keep fit during sister Kim's  ...	e
5672	Sean Combs Becomes Puff Daddy Again In Time For 'Big Homie' Single	e
5673	US STOCKS-Wall St down on Fed's Bullard comments on interest rates	b
5674	WORLD 'WILL NEED 37000 NEW PLANES'	b
5675	Practically All Of Hollywood Sang Goodbye To 'Chelsea Lately' On Its Final  ...	e
5676	Leo DiCaprio lets loose with crazy dance moves in Coachella crowd	e
5677	Wireless power inside the body could lead to a new era in 'electronic medicine'	m
5678	OECD cuts China 2014 growth forecast to 7.4 pct	b
5679	Britain's FTSE falls again, still vulnerable to geopolitical tension	b
5680	UPDATE 2-Deadly Ebola virus spreads from rural Guinea to capital	m
5681	French Montana - French Montana gives Khloé Kardashian a ring	e
5682	South Africa's metal workers, employers 'not far' from wage deal: union official	b
5683	WRAPUP 3-US consumers lift spending, but sentiment slips	b
5684	Drones, satellites and lasers: Mark Zuckerberg outlines the future of the internet  ...	t
5685	Tori Spelling - Dean McDermott: 'Sex with Tori wasn't great'	e
5686	George Clooney sent fiancee 'series of flirty' e-mails	e
5687	Seth Rogen On The Connections Between 'Neighbors' And 'Knocked Up': 'It Didn  ...	e
5688	Rooftop Installer SolarCity To Buy Panel-Maker Silevo	b
5689	Are You More Likely To Get Food Poisoning From A Restaurant Or Your Own  ...	m
5690	UPDATE 1-BMW to recall more than 156000 vehicles in US	t
5691	Man Travels From NY To Miami Without Spending A Cent	b
5692	The cost of cancer drugs has increased 100 per cent over the last ten years	m
5693	UPDATE 2-UK to sell Lloyds Bank shares worth $6.9 billion	b
5694	RLPC-Valeant nets $15.5 bln debt financing for Allergan buy	b
5695	FOREX-Dollar's losing streak vs euro ends after German inflation data	b
5696	Hong Kong should cherish its standing as offshore yuan hub - China c.bank	b
5697	Steve Perry Sings Live On Stage For The First Time In Nearly 20 Years In  ...	e
5698	Obama urges Russia to pull back troops from Ukraine border: CBS	b
5699	Target 'respectfully' asks customers not to bring firearms to its stores after being  ...	b
5700	Why Is Good Friday Called Good Friday?	e
5701	US STOCKS-Data lift Wall St, S&P hits another record	b
5702	UPDATE 1-Yahoo shares jump as Alibaba's revenue surges ahead of IPO	b
5703	Jenny McCarthy And Sherri Shepherd Make Surprise Departures From 'The View'	e
5704	Now iHackers are targeting the US as Australians told to change their iCloud  ...	t
5705	Lea Michele shows her sexy side as she frolics with a blond hunk in new On My  ...	e
5706	UPDATE 4-Emirates cancels 70-plane A350 order in blow to Airbus, Rolls	b
5707	Monday's Morning Email: U.S. Confronts Chinese Hackers Head-On	t
5708	JPMorgan profit falls 19 pct as trading revenue drops	b
5709	UPDATE 2-BNP Paribas CEO tells employees bank facing heavy US penalties	b
5710	Partners In Crime - Justin Bieber & Chris Brown Reunite In Studio For New  ...	e
5711	Adele Hints At Impending '25' Album Release In Her Latest Tweet	e
5712	93mph Crash Killed Paul Walker, New Report Finds	e
5713	Mariah Carey - Mariah Carey made Nick Cannon 'wait'	e
5714	Jessica Simpson - Jessica Simpson Adopted Vegan Diet Ahead Of Wedding	e
5715	Mickey Rooney's wife 'had not seen him for almost a year before he died' and  ...	e
5716	Is your iPad giving you a rash? Nickel in tablet case linked to uncomfortable skin  ...	m
5717	Kanye West Greeted With Boos At London's Wireless Festival	e
5718	GM Seeks Lawsuit Protection For Conduct That Occurred Before 2009 Bankruptcy	b
5719	Full trailer for Dawn Of The Planet Of The Apes shows Gary Oldman watching  ...	e
5720	Kanye West - Kanye West To Speak At Advertising Conference In Cannes	e
5721	These Are The Best Parts Of 'Get On Up'	e
5722	US STOCKS-Wall St slips as banks, techs drag; S&P flat for 2014	b
5723	Nicola Peltz continues to steal the limelight as she dazzles in slinky strapless  ...	e
5724	Oscar-nominee Melissa McCarthy goes sans make-up and with her sleek new  ...	e
5725	US STOCKS-S&P 500 ends at record on housing, HP; transports fly	b
5726	Open SSL developer confesses to causing Heartbleed bug	t
5727	Time Warner Should Remember That Whatever Rupert Murdoch Wants, He  ...	b
5728	Are You John Mayer's Ex? He Dares You To Write A Song About Him	e
5729	Octopus tentacles coated with repellent that stop suckers sticking together	t
5730	Nick Cannon - Mariah Carey gets diamond bracelet for birthday	e
5731	HBO GO Crashes During 'Game Of Thrones'	e
5732	Time Warner Cable Makes Hilariously Absurd Argument For Comcast Merger	b
5733	Overdraft fees risky for consumers, bonanza for US banks: report	b
5734	Japanese Architect Shigeru Ban Wins Monumental Pritzker Prize	e
5735	Aunt Pippa opens up about 'dear' Prince George who is 'characterful and very  ...	e
5736	Rising inequality here to stay, OECD says	m
5737	Shia LaBeouf caught on camera trying to start a fight outside a New York strip  ...	e
5738	MTV Movie Awards: That Awkward Moment When Zac Efron Gave His Best  ...	e
5739	Gary Oldman - Gary Oldman Addresses Mel Gibson Row On Tv	e
5740	REUTERS SUMMIT-Nigeria to reweight its inflation next, after GDP shift	b
5741	Wayne Coyne And Miley Cyrus Pay Tribute To Singerâ€™s Late Pooch Floyd  ...	e
5742	The Ruling on Soda Servings and Its Implications for Public Health	m
5743	"Attention ""Game of Thrones"" Fans: Get Real"	e
5744	Full House Cast Reunites, Floods Instagram With Pictures From Dave Coulier's  ...	e
5745	Samsung Elec jumps over 4 pct on restructuring speculation	m
5746	Colin Firth Declares 'Conscious Uncoupling' From Voicing 'Paddington Bear' In  ...	e
5747	Kim Kardashian And Kanye West Reportedly Honeymoon In Ireland	e
5748	CORRECTED-UPDATE 1-Could take 5-8 years to shrink Fed portfolio -Yellen	b
5749	Tori Spelling - Tori Spelling admits her heart is broken	e
5750	Hidden 'Ocean' Discovered Deep Underground Near Earth's Core	t
5751	Michelle Fairley Will Not Return To 'Game Of Thrones' As Lady Stoneheart	e
5752	Spooked by defaults, China banks begin retreat from risk	b
5753	Italian ARMY called in to provide extra security for Kim and Kanye's wedding as  ...	e
5754	Same engineer designed switches on 5.95 million recalled GM cars	t
5755	The moment two women trapped on railroad bridge escaped death after diving  ...	b
5756	Michael Jackson - Michael Jackson's ex-wife wants guardianship	e
5757	Osborne touts UK recovery on return to skeptical IMF	b
5758	Lack of exercise is to blame for bulging waistlines and obesity epidemic NOT  ...	m
5759	China April fiscal revenues up 9.2 pct yr/yr	b
5760	Kendall Jenner Shows Her Pelvic Bones In A Dress At The MuchMusic Awards	e
5761	Wal-Mart profit falls 5 pct as severe winter deters shoppers	b
5762	'Dawn Of The Planet Of The Apes': Early Reviews Suggest It's Action Packed  ...	e
5763	REFILE-TREASURIES-US bond prices rise as Fed hints no hurry to hike rates	b
5764	Neil DeGrasse Tyson: Media Should Stop Giving Space To Climate Change And  ...	t
5765	Guardians of the Galaxy Movie Review	e
5766	FOREX-Yen, Swiss franc advance as Ukraine concerns dominate	b
5767	Google Fit to take on Apple in the hi-tech fitness battle	t
5768	BP profit jumps but warns of Russia sanctions impact	b
5769	Beyonce shares cryptic family photo with 'submissive yet dominant' female  ...	e
5770	Europe Factors to Watch-Shares set to rise, all eyes on ECB	b
5771	Nikkei gains after shrugging off BOJ tankan; China PMI lifts mood	b
5772	Kristen Bell Pregnant With Her Second Child	e
5773	Ginnifer Goodwin Marries Josh Dallas, Literally Proves There Is A Happily-Ever  ...	e
5774	La Toya Jackson - La Toya Jackson pays tribute to Michael Jackson	e
5775	Rapper Andre Johnson's Member? It Can't Be Saved After Severance	e
5776	Jason Momoa To Play Aquaman in â€˜Batman vs Supermanâ€™ (Just like  ...	e
5777	Why Isn't The Beastie Boys vs Monster an Open and Shut Case?	e
5778	Another Sign 'Game Of Thrones' Will Be Around For Seasons 5 & 6	e
5779	CORRECTED-UPDATE 3-EBay says client information stolen in hacking attack	t
5780	Dj Avicii - Concertgoers Hospitalised After Avicii Gig	e
5781	Death of comics' Archie meant to be 'inspirational': publisher	e
5782	John Kerry in India	b
5783	UPDATE 2-Lexicon Pharma's diabetes drug successful in mid-stage study	m
5784	8 Remedies For Spring Allergies	m
5785	'It was just fishnet, crystals and fingers crossed': The designer of Rihanna's  ...	e
5786	'The public thinks e-cigarettes are harmless, but they aren't': Leading health  ...	m
5787	Rihanna - Rihanna Stirs Up Controversy With '#Freepalestine' Tweet	e
5788	FOREX-Dollar slides broadly, bullish data helps euro	b
5789	Adele makes swift exit after celebrating 26th birthday with Alan Carr and Example	e
5790	Many Smokers Are Unaware Of These Tobacco Truths	m
5791	UPDATE 2-Walgreen sees bigger benefit from Alliance Boots tie-up	b
5792	Cut Alzheimer's risk by walking: It only takes 20 minutes, 3 times a week, say  ...	m
5793	Morgan Stanley Steps away from return target timeframe	b
5794	TREASURIES-Yields rise as US consumer price inflation jumps	b
5795	PRECIOUS-Gold drops as US growth optimism weighs, China sells	b
5796	Barclays sued over 'dark pool' trading: Bank's 'systematic fraud' may have hit  ...	b
5797	RPT-Fitch Affirms Danske Bank Category C Covered Bonds at 'AAA', Outlook  ...	b
5798	Liam Hemsworth - Liam Hemsworth: Miley is my best friend	e
5799	Forget twerking Miley Cyrus is all about 'going croque monsieur'	e
5800	Gary Oldman Goes On Lengthy Rant Defending Mel Gibson And Alec Baldwin  ...	e
5801	USA v Germany will be out of this world for ISS astronauts	t
5802	UPDATE 3-Tech companies urge US FCC to scrap 'net neutrality' plan	t
5803	Microsoft's Nadella reshuffles senior ranks	t
5804	ROLF HARRIS GUILTY: Judge warns paedophile star that jail is 'inevitable' after  ...	e
5805	UPDATE 1-US services sector growth slows in April - Markit	b
5806	Rising levels of carbon dioxide will make our food less nutritious, say researchers	m
5807	'Maps To The Stars' Gives Cannes A Dark And Unrelenting Hollywood Satire  ...	e
5808	Robert Hastings - Actor Bob Hastings Dies At 89	e
5809	PRESS DIGEST- Financial Times - March 26	b
5810	Baby Safety Gates Send Nearly 2000 U.S. Kids To The ER (STUDY)	m
5811	UPDATE 2-Canadian auto sales nudge higher in March	b
5812	More castoffs! Noël Wells and John Milhiser join Brooks Wheelan on Saturday  ...	e
5813	Hayden Panettiere - Hayden Panettiere is pregnant	e
5814	Abrams - Harrison Ford's Injury Halts Star Wars Production For Two Weeks	e
5815	Consuming Sports And Energy Drinks Linked With Negative Behaviors Among  ...	m
5816	Walmart Had A Pretty Bad First Quarter, Thanks To Awful Weather	b
5817	COPY: 'X-Men' director Bryan Singer accused of drugging, raping teen	e
5818	Hispanic Dads At A Higher Risk Of Depression After First Child	m
5819	TREASURIES OUTLOOK-Yields slump; 10-year slides to near 11-month low	b
5820	Miley Cyrus Forced To Cancel More 'Bangerz' Tour Dates As She Remains  ...	e
5821	Candy Crush Saga game makers see nearly $1bn wiped from company's value	b
